1;414.08;70276800;10110464
2;1202.50;223948800;12256128
3;646.07;112140288;17317632
4;860.23;149520384;23046656
5;575.30;99680256;15378944
6;5065.73;37748736;75505664
7;2251.81;16777216;33562624
8;550.25;4096000;8194000
