100;172;211;3;2;6719586876.990001;457932456.0;6261654420.990001
100;224;255;15;3;70475860225.47;6486661440.0;63989198785.46999
100;502;82;3;2;9928007133.1;519407352.0;9408599781.1
101;269;409;5;1;416849567314.61005;14513329997.78;402336237316.83
101;466;171;3;1;57774335853.78;3941875747.34;53832460106.439995
102;119;94;3;1;14989370534.01;564579792.0;14424790742.01
102;245;95;11;3;45066004907.16001;1617271828.48;43448733078.68001
102;283;307;7;3;74886018148.1;2599900788.59;72286117359.51
102;330;403;7;4;31514514537.28;2284036755.0;29230477782.28
102;353;183;9;5;31792534198.019997;1173758662.08;30618775535.94
102;377;48;3;1;22821479974.08;913341312.0;21908138662.08
102;70;137;9;4;4919688967.28;272264895.0;4647424072.28
103;143;52;11;4;7331301543.830001;290639902.92;7040661640.910001
103;82;124;15;3;20628834128.320004;1232961308.64;19395872819.68
104;23;23;13;3;1459909571.86;51339346.74;1408570225.12
104;306;161;7;5;9143572852.99;597021507.84;8546551345.15
104;353;64;7;1;149665926342.8;5962260069.79;143703666273.01
105;98;345;13;2;115223227929.30998;7078408072.01;108144819857.29999
106;266;145;13;3;63051106598.10999;3743210971.14;59307895626.96999
106;470;173;13;3;135070815011.91998;7891119628.29;127179695383.62997
107;348;385;5;4;18074424313.33;1369353308.4;16705071004.93
107;496;405;15;3;465047283062.84;25955367321.6;439091915741.24005
108;450;148;9;1;390064756004.11;30252916800.0;359811839204.11
108;455;192;9;5;55059643506.84;1750024942.85;53309618563.99
110;211;252;13;1;1188698343535.06;48398272117.98;1140300071417.0798
110;325;117;13;4;61785032476.5;2436187038.48;59348845438.020004
110;82;176;7;2;15535894633.949999;1113992698.65;14421901935.3
111;412;82;15;3;52346955525.68;4642260115.68;47704695410.0
111;451;459;9;3;298930571909.45;11519094468.42;287411477441.03
111;461;87;3;2;16580304147.17;612344852.46;15967959294.710001
111;495;288;11;3;140566173695.95;11850240124.8;128715933571.15
112;11;12;7;2;280027962.90999997;10577073.83;269450889.08
112;470;164;3;1;74387327313.01999;4707361929.6;69679965383.42001
112;8;501;15;3;5817337106.999999;584623232.64;5232713874.36
113;320;84;9;1;145086289002.46;13461730329.6;131624558672.85999
114;106;245;15;4;40234096096.380005;2215180749.6;38018915346.78001
114;428;160;15;2;261451245840.94;22474737446.4;238976508394.53998
114;454;210;9;1;738235770554.02;48660873653.95;689574896900.07
114;465;185;13;4;77059100777.02;5943563666.82;71115537110.20001
114;65;78;15;4;11255150898.89;432459237.6;10822691661.289999
115;196;345;9;5;22226085272.51;1624889612.3;20601195660.21
115;248;400;9;1;461130064575.15;51590798691.84;409539265883.31006
116;247;186;11;4;62661687983.11001;2444102050.79;60217585932.32001
117;171;422;13;4;58220474499.090004;4985753459.17;53234721039.92
117;258;188;13;2;149964691318.05;12912906428.95;137051784889.1
117;309;114;7;3;17079764927.130001;1397766440.04;15681998487.090002
118;509;380;11;3;463831858399.29004;17967936428.46;445863921970.83
119;322;41;13;5;11720887124.56;661896538.72;11058990585.84
119;491;183;3;5;8716836496.529999;283441288.5;8433395208.03
119;51;492;9;1;150275671607.1;14043464484.39;136232207122.71
120;226;158;11;3;56269072630.21999;3498856207.19;52770216423.02999
120;432;448;7;3;101524863980.56;8089004180.28;93435859800.28
120;468;136;9;2;124256070676.56;9393501231.13;114862569445.43
121;230;392;15;2;822582165274.41;33173549740.8;789408615533.61
121;264;282;7;4;24830830041.37;1841194333.44;22989635707.93
121;310;251;7;3;57719704603.100006;3252136115.59;54467568487.51001
121;367;237;11;3;220294276526.71002;8522656380.8;211771620145.91
122;313;233;15;4;206214981500.51996;7214510076.48;199000471424.03998
122;377;240;7;3;109235195212.91;3978108825.6;105257086387.31
123;403;22;7;5;4292296783.13;152269117.0;4140027666.13
123;440;270;3;4;6614478991.59;576222672.96;6038256318.629999
123;51;101;7;3;3514071914.39;226472574.72;3287599339.6699996
123;8;501;5;5;1018760247.19;35120100.0;983640147.19
124;102;223;5;2;18208697663.489998;1186622881.32;17022074782.17
124;360;509;15;1;4072509538629.45;279766800720.0;3792742737909.45
125;240;426;3;2;22068543478.7;1983602898.43;20084940580.27
125;266;451;13;2;625100198495.9698;36940485538.76;588159712957.2098
125;280;511;3;1;129628049418.91998;10925458425.5;118702590993.41998
125;308;297;3;1;83639990558.86;6985024007.07;76654966551.79
126;128;72;3;2;1810203833.28;184618015.95;1625585817.33
126;270;102;3;1;23385433355.579998;2137262277.89;21248171077.69
126;334;355;13;4;179754232506.01;10113745917.6;169640486588.41
126;416;470;13;1;2688360557709.44;240821690563.58;2447538867145.86
126;493;49;3;2;13752001908.650002;483921160.08;13268080748.57
127;164;447;7;1;305641424934.35;29493492079.5;276147932854.85
127;257;233;5;2;94400895921.79999;3227159547.28;91173736374.51999
127;315;249;13;5;47453219950.490005;4281807059.71;43171412890.78001
127;415;291;15;3;577290115969.75;23177192231.7;554112923738.05
127;50;443;5;3;10235005868.609999;547797852.0;9687208016.609999
128;142;511;13;5;65856421077.409996;3961196963.94;61895224113.46999
128;435;400;11;5;148255155377.16;7379427000.0;140875728377.16
129;274;490;13;2;723318946849.95;44294048383.31;679024898466.64
129;337;504;7;3;235316966062.00995;8233094553.06;227083871508.94995
129;451;467;11;2;1443286689390.18;51450464324.16;1391836225066.02
130;148;330;11;3;63126226389.93;5571045994.27;57555180395.66
130;187;340;11;3;178833139512.63;7252397713.26;171580741799.37003
130;242;495;7;1;741840014033.29;50613692266.37;691226321766.92
