720;4425754106.959999;1739627514.9;2686126592.06;790614000;113742720
728;4558012358.07;1758956709.51;2799055648.56;799398600;115006528
736;4582087592.889999;1778285904.12;2803801688.77;808183200;116270336
744;4692311274.8;1797615098.73;2894696176.0699997;816967800;117534144
752;4860612203.29;1816944293.34;3043667909.95;825752400;118797952
760;4697171600.41;1836273487.95;2860898112.46;834537000;120061760
768;4719104804.76;1855602682.56;2863502122.2;843321600;121325568
776;5390038593.460001;1874931877.17;3515106716.29;852106200;122589376
784;4820476724.81;1894261071.78;2926215653.03;860890800;123853184
792;4879426330.9;1913590266.39;2965836064.5099998;869675400;125116992
800;4912501602.78;1932919461.0;2979582141.78;878460000;126380800
808;5611256951.99;1952248655.61;3659008296.38;887244600;127644608
816;5012455576.709999;1971577850.22;3040877726.4900002;896029200;128908416
824;5721866094.19;1990907044.83;3730959049.36;904813800;130172224
832;5176425989.38;2010236239.44;3166189749.94;913598400;131436032
840;5178953480.129999;2029565434.05;3149388046.08;922383000;132699840
848;5477861454.170001;2048894628.66;3428966825.51;931167600;133963648
856;5943084452.74;2068223823.27;3874860629.47;939952200;135227456
864;5305806274.5;2087553017.88;3218253256.6200004;948736800;136491264
872;6053693669.059999;2106882212.49;3946811456.57;957521400;137755072
880;5418752177.22;2126211407.1;3292540770.12;966306000;139018880
888;5595566391.799999;2145540601.71;3450025790.09;975090600;140282688
896;5572651537.610001;2164869796.32;3407781741.29;983875200;141546496
904;6274912027.6;2184198990.93;4090713036.67;992659800;142810304
912;5599156972.309999;2203528185.54;3395628786.7700005;1001444400;144074112
920;5680682808.530001;2222857380.15;3457825428.38;1010229000;145337920
928;5770764385.870001;2242186574.76;3528577811.1099997;1019013600;146601728
936;5781512993.5;2261515769.37;3519997224.1299996;1027798200;147865536
944;6095110630.889999;2280844963.98;3814265666.91;1036582800;149129344
952;5952633581.959999;2300174158.59;3652459423.37;1045367400;150393152
960;5892507670.12;2319503353.2;3573004316.9199996;1054152000;151656960
968;5958078097.68;2338832547.81;3619245549.87;1062936600;152920768
976;6300860405.900001;2358161742.42;3942698663.48;1071721200;154184576
984;6197736445.090001;2377490937.03;3820245508.0599995;1080505800;155448384
992;6166989934.110001;2396820131.64;3770169802.4700003;1089290400;156712192
1000;6134253667.64;2416149326.25;3718104341.39;1098075000;157976000
1008;6185858442.059999;2435478520.86;3750379921.2000003;1106859600;159239808
1016;7049176245.42;2454807715.47;4594368529.950001;1115644200;160503616
1024;6365102708.23;2474136910.08;3890965798.1500006;1124428800;161767424
